,Intercept,"bs(time, degree=3, df=4, include_intercept=False)[0]","bs(time, degree=3, df=4, include_intercept=False)[1]","bs(time, degree=3, df=4, include_intercept=False)[2]","bs(time, degree=3, df=4, include_intercept=False)[3]",amalgam_surfaces,RIDAGEYR,female,race_2,race_3,race_4,race_5
NLR,1.6231909809495384,-0.21121757559348575,-0.30912583705541996,-0.30587489112437005,-0.348022182951214,0.008966948961351383,0.01378089941925848,-0.009523843153258695,-0.041591371699575476,0.07863400648444567,-0.384696691328533,-0.10379151502404729
MLR,0.23557171655780554,-0.027941572918223783,-0.03699228409624432,-0.012008945254831163,-0.018943447061101362,0.00046063859586101713,0.0013642381721452933,-0.03382556498059242,0.0022126853671376847,0.028278653124748195,-0.006225819116991067,-0.006451599991843414
PLR,123.2484858677325,-11.967015482601255,-21.473014000369908,-32.67115223676859,-26.517946537685695,0.2628803836441319,0.23779400515499163,4.169555097600053,2.7323389819789146,6.037916621375831,6.572038742916646,4.136316526516499
SII,499.1450344067848,-48.30650444411061,-134.7612180566628,-142.38957517438314,-125.44257482417234,1.5918834268636315,2.0354289227926197,45.029194004560395,-9.249363414178818,10.011525028738395,-103.77579675996395,-24.80533915670421
CRP,-0.4775354479416973,0.3838084036494371,-2.3645231011969874,3.968221466762585,3.1115737782887325,-0.0009504820606969714,0.022897432063155424,0.40079893105516684,-0.09873581076032875,-0.3082680669608025,0.11891121172642961,-0.862175706704253
BloodMercury,0.11012412251170182,0.1060725601553012,0.12127528964130221,-0.16733548846244614,-0.3812330648135851,0.018244110337256453,0.01739930381183993,-0.11162372025371325,0.3716378091195261,0.12773499531499893,0.3512903013285156,1.529599027438109
